"10,48,00 ",",766"
"10,48,01 ",",767"
"10,48,02 ",",768"
"10,48,03 ",",769"
"10,48,04 ",",770"
"10,48,05 ",",771"
"10,48,06 ",",772"
"10,48,07 ",",773"
"10,48,08 ",",774"
"10,48,09 ",",775"
"10,48,10 ",",776"
"10,48,11 ",",777"
"10,48,12 ",",778"
"10,48,13 ",",779"
"10,48,14 ",",780"
"10,48,15 ",",781"
"10,48,16 ",",782"
"10,48,17 ",",783"
"10,48,18 ",",784"
"10,48,19 ",",785"
"10,48,20 ",",786"
"10,48,21 ",",787"
"10,48,22 ",",788"
"10,48,23 ",",789"
"10,48,24 ",",790"
"10,48,25 ",",791"
"10,48,26 ",",792"
"10,48,27 ",",793"
"10,48,28 ",",794"
"10,48,29 ",",795"
"10,48,30 ",",796"
"10,48,31 ",",797"
"10,48,32 ",",798"
"10,48,33 ",",799"
"10,48,34 ",",800"
"10,48,35 ",",801"
"10,48,36 ",",802"
"10,48,37 ",",803"
"10,48,38 ",",804"
"10,48,39 ",",805"
"10,48,40 ",",806"
"10,48,41 ",",807"
"10,48,42 ",",808"
"10,48,43 ",",809"
"10,48,44 ",",810"
"10,48,45 ",",811"
"10,48,46 ",",812"
"10,48,47 ",",813"
"10,48,48 ",",814"
"10,48,49 ",",815"
"10,48,50 ",",816"
"10,48,51 ",",817"
"10,48,52 ",",818"
"10,48,53 ",",819"
"10,48,54 ",",820"
"10,48,55 ",",821"
"10,48,56 ",",822"
"10,48,57 ",",823"
"10,48,58 ",",824"
"10,48,59 ",",825"
"10,49,00 ",",826"
"10,49,01 ",",827"
"10,49,02 ",",828"
"10,49,03 ",",829"
"10,49,04 ",",830"
"10,49,05 ",",831"
"10,49,06 ",",832"
"10,49,07 ",",833"
"10,49,08 ",",834"
"10,49,09 ",",835"
"10,49,10 ",",836"
"10,49,11 ",",837"
"10,49,12 ",",838"
"10,49,13 ",",839"
"10,49,14 ",",840"
"10,49,15 ",",841"
"10,49,16 ",",842"
"10,49,17 ",",843"
"10,49,18 ",",844"
"10,49,19 ",",845"
"10,49,20 ",",846"
"10,49,21 ",",847"
"10,49,22 ",",848"
"10,49,23 ",",849"
"10,49,24 ",",850"
"10,49,25 ",",851"
"10,49,26 ",",852"
"10,49,27 ",",853"
"10,49,28 ",",854"
"10,49,29 ",",855"
"10,49,30 ",",856"
"10,49,31 ",",857"
"10,49,32 ",",858"
"10,49,33 ",",859"
"10,49,34 ",",860"
"10,49,35 ",",861"
"10,49,36 ",",862"
"10,49,37 ",",863"
"10,49,38 ",",864"
"10,49,39 ",",865"
"10,49,40 ",",866"
"10,49,41 ",",867"
"10,49,42 ",",868"
"10,49,43 ",",869"
"10,49,44 ",",870"
"10,49,45 ",",871"
"10,49,46 ",",872"
"10,49,47 ",",873"
"10,49,48 ",",874"
"10,49,49 ",",875"
"10,49,50 ",",876"
"10,49,51 ",",877"
"10,49,52 ",",878"
"10,49,53 ",",879"
"10,49,54 ",",880"
"10,49,55 ",",881"
"10,49,56 ",",882"
"10,49,57 ",",883"
"10,49,58 ",",884"
"10,49,59 ",",885"
"10,50,00 ",",886"
"10,50,01 ",",887"
"10,50,02 ",",888"
"10,50,03 ",",889"
"10,50,04 ",",890"
"10,50,05 ",",891"
"10,50,06 ",",892"
"10,50,07 ",",893"
"10,50,08 ",",894"
"10,50,09 ",",895"
"10,50,10 ",",896"
"10,50,11 ",",897"
"10,50,12 ",",898"
"10,50,13 ",",899"
"10,50,14 ",",900"
"10,50,15 ",",901"
"10,50,16 ",",902"
"10,50,17 ",",903"
"10,50,18 ",",904"
"10,50,19 ",",905"
"10,50,20 ",",906"
"10,50,21 ",",907"
"10,50,22 ",",908"
"10,50,23 ",",909"
"10,50,24 ",",910"
"10,50,25 ",",911"
"10,50,26 ",",912"
"10,50,27 ",",913"
"10,50,28 ",",914"
"10,50,29 ",",915"
"10,50,30 ",",916"
"10,50,31 ",",917"
"10,50,32 ",",918"
"10,50,33 ",",919"
"10,50,34 ",",920"
"10,50,35 ",",921"
"10,50,36 ",",922"
"10,50,37 ",",923"
"10,50,38 ",",924"
"10,50,39 ",",925"
"10,50,40 ",",926"
"10,50,41 ",",927"
"10,50,42 ",",928"
"10,50,43 ",",929"
"10,50,44 ",",930"
"10,50,45 ",",931"
"10,50,46 ",",932"
"10,50,47 ",",933"
"10,50,48 ",",934"
"10,50,49 ",",935"
"10,50,50 ",",936"
"10,50,51 ",",937"
"10,50,52 ",",938"
"10,50,53 ",",939"
"10,50,54 ",",940"
"10,50,55 ",",941"
"10,50,56 ",",942"
"10,50,57 ",",943"
"10,50,58 ",",944"
"10,50,59 ",",945"
"10,51,00 ",",946"
"10,51,01 ",",947"
"10,51,02 ",",948"
"10,51,03 ",",949"
"10,51,04 ",",950"
"10,51,05 ",",951"
"10,51,06 ",",952"
"10,51,07 ",",953"
"10,51,08 ",",954"
"10,51,09 ",",955"
"10,51,10 ",",956"
"10,51,11 ",",957"
"10,51,12 ",",958"
"10,51,13 ",",959"
"10,51,14 ",",960"
"10,51,15 ",",961"
"10,51,16 ",",962"
"10,51,17 ",",963"
"10,51,18 ",",964"
"10,51,19 ",",965"
"10,51,20 ",",966"
"10,51,21 ",",967"
"10,51,22 ",",968"
"10,51,23 ",",969"
"10,51,24 ",",970"
"10,51,25 ",",971"
"10,51,26 ",",972"
"10,51,27 ",",973"
"10,51,28 ",",974"
"10,51,29 ",",975"
"10,51,30 ",",976"
"10,51,31 ",",977"
"10,51,32 ",",978"
"10,51,33 ",",979"
"10,51,34 ",",980"
"10,51,35 ",",981"
"10,51,36 ",",982"
"10,51,37 ",",983"
"10,51,38 ",",984"
"10,51,39 ",",985"
"10,51,40 ",",986"
"10,51,41 ",",987"
"10,51,42 ",",988"
"10,51,43 ",",989"
"10,51,44 ",",990"
"10,51,45 ",",991"
"10,51,46 ",",992"
"10,51,47 ",",993"
"10,51,48 ",",994"
"10,51,49 ",",995"
"10,51,50 ",",996"
"10,51,51 ",",997"
"10,51,52 ",",998"
"10,51,53 ",",999"
"10,51,54 ",",1000"
"10,51,55 ",",1001"
"10,51,56 ",",1002"
"10,51,57 ",",1003"
"10,51,58 ",",1004"
"10,51,59 ",",1005"
"10,52,00 ",",1006"
"10,52,01 ",",1007"
"10,52,02 ",",1008"
"10,52,03 ",",1009"
"10,52,04 ",",1010"
"10,52,05 ",",1011"
"10,52,06 ",",1012"
"10,52,07 ",",1013"
"10,52,08 ",",1014"
"10,52,09 ",",1015"
"10,52,10 ",",1016"
"10,52,11 ",",1017"
"10,52,12 ",",1018"
"10,52,13 ",",1019"
"10,52,14 ",",1020"
"10,52,15 ",",1021"
"10,52,16 ",",1022"
"10,52,17 ",",1023"
"10,52,18 ",",1024"
"10,52,19 ",",1025"
"10,52,20 ",",1026"
"10,52,21 ",",1027"
"10,52,22 ",",1028"
"10,52,23 ",",1029"
"10,52,24 ",",1030"
"10,52,25 ",",1031"
"10,52,26 ",",1032"
"10,52,27 ",",1033"
"10,52,28 ",",1034"
"10,52,29 ",",1035"
"10,52,30 ",",1036"
"10,52,31 ",",1037"
"10,52,32 ",",1038"
"10,52,33 ",",1039"
"10,52,34 ",",1040"
"10,52,35 ",",1041"
"10,52,36 ",",1042"
"10,52,37 ",",1043"
"10,52,38 ",",1044"
"10,52,39 ",",1045"
"10,52,40 ",",1046"
"10,52,41 ",",1047"
"10,52,42 ",",1048"
"10,52,43 ",",1049"
"10,52,44 ",",1050"
"10,52,45 ",",1051"
"10,52,46 ",",1052"
"10,52,47 ",",1053"
"10,52,48 ",",1054"
"10,52,49 ",",1055"
"10,52,50 ",",1056"
"10,52,51 ",",1057"
"10,52,52 ",",1058"
"10,52,53 ",",1059"
"10,52,54 ",",1060"
"10,52,55 ",",1061"
"10,52,56 ",",1062"
"10,52,57 ",",1063"
"10,52,58 ",",1064"
"10,52,59 ",",1065"
"10,53,00 ",",1066"
"10,53,01 ",",1067"
"10,53,02 ",",1068"
"10,53,03 ",",1069"
"10,53,04 ",",1070"
"10,53,05 ",",1071"
